
Using:

java: 8.0.232-open
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 394,821 ns/op
# Warmup Iteration   2: 365,711 ns/op
# Warmup Iteration   3: 370,511 ns/op
Iteration  83: 1757,474 ns/op
Iteration  84: 1685,213 ns/op
Iteration  85: 1686,567 ns/op
Iteration  86: 1740,945 ns/op
Iteration  87: 1718,780 ns/op
Iteration  88: 1683,574 ns/op
Iteration  89: 1681,494 ns/op
Iteration  90: 1682,531 ns/op
Iteration  91: 1684,863 ns/op
Iteration  92: 1681,632 ns/op
Iteration  93: 1718,825 ns/op
Iteration  94: 1725,632 ns/op
Iteration  95: 1680,339 ns/op
Iteration  96: 1681,005 ns/op
Iteration  97: 1679,865 ns/op
Iteration  98: 1681,467 ns/op
Iteration  99: 1683,669 ns/op
Iteration 100: 1687,937 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  1697,144 ±(99.9%) 7,044 ns/op [Average]
  (min, avg, max) = (1679,176, 1697,144, 1773,449), stdev = 20,770
  CI (99.9%): [1690,100, 1704,188] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                        (className)            (fileName)  Mode  Cnt     Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Mixed  /mixed/mixed-10.json  avgt  100  1697,144 ± 7,044  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-open/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Mixed, fileName = /mixed/mixed-20.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 3881,522 ns/op
# Warmup Iteration   2: 3662,248 ns/op
# Warmup Iteration   3: 3664,894 ns/op
Iteration   1: 3709,631 ns/op
Iteration   2: 3674,521 ns/op
Iteration   3: 3688,149 ns/op
Iteration   4: 3695,009 ns/op
Iteration   5: 3625,380 ns/op
Iteration   6: 3623,540 ns/op
Iteration   7: 3717,040 ns/op
Iteration   8: 3627,322 ns/op
Iteration   9: 3765,958 ns/op
Iteration  10: 3629,820 ns/op
Iteration  11: 3627,974 ns/op
Iteration  12: 3635,162 ns/op
Iteration  13: 3626,911 ns/op
Iteration  14: 3645,179 ns/op
Iteration  15: 3642,841 ns/op
Iteration  16: 3662,960 ns/op
Iteration  17: 3643,821 ns/op
Iteration  18: 3649,445 ns/op
Iteration  19: 3746,655 ns/op
Iteration  20: 3785,750 ns/op
Iteration  21: 3640,405 ns/op
Iteration  22: 3648,438 ns/op
Iteration  23: 3652,706 ns/op
Iteration  24: 3674,832 ns/op
Iteration  25: 3653,280 ns/op
Iteration  26: 3736,649 ns/op
Iteration  27: 3638,725 ns/op
Iteration  28: 3728,134 ns/op
Iteration  29: 3724,062 ns/op
Iteration  30: 3651,167 ns/op
Iteration  31: 3782,099 ns/op
Iteration  32: 3643,731 ns/op
Iteration  33: 3725,145 ns/op
Iteration  34: 3672,524 ns/op
Iteration  35: 3719,023 ns/op
Iteration  36: 3761,900 ns/op
Iteration  37: 3725,992 ns/op
Iteration  38: 3638,771 ns/op
Iteration  39: 3684,711 ns/op
Iteration  40: 3654,027 ns/op
Iteration  41: 3728,604 ns/op
Iteration  42: 3773,751 ns/op
Iteration  43: 3666,019 ns/op
Iteration  44: 3860,811 ns/op
Iteration  45: 3641,117 ns/op
Iteration  46: 3644,957 ns/op
Iteration  47: 3665,953 ns/op
Iteration  48: 3653,846 ns/op
Iteration  49: 3648,774 ns/op
Iteration  50: 3642,747 ns/op
Iteration  51: 3636,510 ns/op
Iteration  52: 3641,216 ns/op
Iteration  53: 3737,083 ns/op
Iteration  54: 3640,437 ns/op
Iteration  55: 3721,773 ns/op
Iteration  56: 3652,011 ns/op
Iteration  57: 3639,335 ns/op
Iteration  58: 3648,678 ns/op
Iteration  59: 3728,300 ns/op
Iteration  60: 3700,392 ns/op
Iteration  61: 3639,719 ns/op
Iteration  62: 3719,187 ns/op
Iteration  63: 3647,007 ns/op
Iteration  64: 3783,210 ns/op
Iteration  65: 3639,488 ns/op
Iteration  66: 3639,761 ns/op
Iteration  67: 3735,096 ns/op
Iteration  68: 3633,515 ns/op
Iteration  69: 3641,024 ns/op
Iteration  70: 3679,543 ns/op
Iteration  71: 3641,733 ns/op
Iteration  72: 3728,141 ns/op
Iteration  73: 3638,864 ns/op
Iteration  74: 3638,353 ns/op
Iteration  75: 3770,724 ns/op
Iteration  76: 3646,030 ns/op
Iteration  77: 3637,808 ns/op
Iteration  78: 3642,092 ns/op
Iteration  79: 3645,653 ns/op
Iteration  80: 3636,625 ns/op
Iteration  81: 3641,409 ns/op
Iteration  82: 3647,471 ns/op
Iteration  83: 3648,255 ns/op
Iteration  84: 3651,195 ns/op
Iteration  85: 3636,778 ns/op
Iteration  86: 3636,962 ns/op
Iteration  87: 3637,806 ns/op
Iteration  88: 3639,742 ns/op
Iteration  89: 3637,288 ns/op
Iteration  90: 3657,747 ns/op
Iteration  91: 3642,480 ns/op
Iteration  92: 3641,521 ns/op
Iteration  93: 3776,309 ns/op
Iteration  94: 3648,612 ns/op
Iteration  95: 3692,587 ns/op
Iteration  96: 3648,609 ns/op
Iteration  97: 3639,223 ns/op
Iteration  98: 3638,986 ns/op
Iteration  99: 3652,674 ns/op
Iteration 100: 3642,195 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  3672,931 ±(99.9%) 16,449 ns/op [Average]
  (min, avg, max) = (3623,540, 3672,931, 3860,811), stdev = 48,501
  CI (99.9%): [3656,482, 3689,381] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                        (className)            (fileName)  Mode  Cnt     Score    Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Mixed  /mixed/mixed-20.json  avgt  100  3672,931 ± 16,449  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-open/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.LambdaBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.fasterxml.jackson.databind.util.LambdaMetafactoryUtils (file:/home/gardziol/repository/jackson-tests/jackson-with-lambda/target/jackson-with-lambda-1.0-jar-with-dependencies.jar) to field java.lang.invoke.MethodHandles$Lookup.IMPL_LOOKUP
WARNING: Please consider reporting this to the maintainers of com.fasterxml.jackson.databind.util.LambdaMetafactoryUtils
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
461,940 ns/op
# Warmup Iteration   2: 421,226 ns/op
# Warmup Iteration   3: 420,101 ns/op
Iteration   1: 420,231 ns/op
Iteration   2: 427,101 ns/op
Iteration   3: 426,873 ns/op
Iteration   4: 423,207 ns/op
Iteration   5: 429,731 ns/op
Iteration   6: 428,173 ns/op
Iteration   7: 419,050 ns/op
Iteration   8: 422,913 ns/op
Iteration   9: 421,273 ns/op
Iteration  10: 434,265 ns/op
Iteration  11: 417,810 ns/op
Iteration  12: 417,062 ns/op
Iteration  13: 427,060 ns/op
Iteration  14: 418,130 ns/op
Iteration  15: 419,346 ns/op
Iteration  16: 418,062 ns/op
Iteration  17: 432,692 ns/op
Iteration  18: 418,012 ns/op
Iteration  19: 432,937 ns/op
Iteration  20: 435,653 ns/op
Iteration  21: 423,456 ns/op
Iteration  22: 428,735 ns/op
Iteration  23: 432,033 ns/op
Iteration  24: 423,061 ns/op
Iteration  25: 425,198 ns/op
Iteration  26: 421,911 ns/op
Iteration  27: 425,083 ns/op
Iteration  28: 430,212 ns/op
Iteration  29: 433,822 ns/op
Iteration  30: 419,160 ns/op
Iteration  31: 426,955 ns/op
Iteration  32: 421,253 ns/op
Iteration  33: 426,275 ns/op
Iteration  34: 418,195 ns/op
Iteration  35: 418,673 ns/op
Iteration  36: 424,082 ns/op
Iteration  37: 420,286 ns/op
Iteration  38: 419,398 ns/op
Iteration  39: 429,730 ns/op
Iteration  40: 433,375 ns/op
Iteration  41: 435,309 ns/op
Iteration  42: 423,681 ns/op
Iteration  43: 448,337 ns/op
Iteration  44: 419,513 ns/op
Iteration  45: 418,012 ns/op
Iteration  46: 417,154 ns/op
Iteration  47: 417,543 ns/op
Iteration  48: 429,338 ns/op
Iteration  49: 423,760 ns/op
Iteration  50: 422,612 ns/op
Iteration  51: 418,354 ns/op
Iteration  52: 419,476 ns/op
Iteration  53: 426,506 ns/op
Iteration  54: 424,549 ns/op
Iteration  55: 417,402 ns/op
Iteration  56: 417,054 ns/op
Iteration  57: 417,879 ns/op
Iteration  58: 424,044 ns/op
Iteration  59: 422,043 ns/op
Iteration  60: 422,593 ns/op
Iteration  61: 417,243 ns/op
Iteration  62: 428,414 ns/op
Iteration  63: 418,586 ns/op
Iteration  64: 417,594 ns/op
Iteration  65: 416,772 ns/op
Iteration  66: 416,916 ns/op
Iteration  67: 423,436 ns/op
Iteration  68: 418,939 ns/op
Iteration  69: 431,277 ns/op
Iteration  70: 424,153 ns/op
Iteration  71: 423,596 ns/op
Iteration  72: 417,295 ns/op
Iteration  73: 418,275 ns/op
Iteration  74: 417,683 ns/op
Iteration  75: 419,750 ns/op
Iteration  76: 416,833 ns/op
Iteration  77: 427,432 ns/op
Iteration  78: 421,177 ns/op
Iteration  79: 422,379 ns/op
Iteration  80: 425,955 ns/op
Iteration  81: 425,439 ns/op
Iteration  82: 417,609 ns/op
Iteration  83: 423,741 ns/op
Iteration  84: 417,337 ns/op
Iteration  85: 417,948 ns/op
Iteration  86: 417,081 ns/op
Iteration  87: 417,348 ns/op
Iteration  88: 418,720 ns/op
Iteration  89: 423,267 ns/op
Iteration  90: 416,602 ns/op
Iteration  91: 417,501 ns/op
Iteration  92: 426,664 ns/op
Iteration  93: 416,951 ns/op
Iteration  94: 432,429 ns/op
Iteration  95: 417,526 ns/op
Iteration  96: 417,735 ns/op
Iteration  97: 417,614 ns/op
Iteration  98: 419,342 ns/op
Iteration  99: 416,940 ns/op
Iteration 100: 419,912 ns/op


Result "dev.jgardo.jackson.benchmark.LambdaBenchmark.benchmark":
  422,770 ±(99.9%) 1,981 ns/op [Average]
  (min, avg, max) = (416,602, 422,770, 448,337), stdev = 5,840
  CI (99.9%): [420,790, 424,751] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                          (className)                     (fileName)  Mode  Cnt    Score   Error  Units
LambdaBenchmark.benchmark  dev.jgardo.jackson.model.Primitives  /primitives/primitives-2.json  avgt  100  422,770 ± 1,981  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-open/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.LambdaBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-6.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.fasterxml.jackson.databind.util.LambdaMetafactoryUtils (file:/home/gardziol/repository/jackson-tests/jackson-with-lambda/target/jackson-with-lambda-1.0-jar-with-dependencies.jar) to field java.lang.invoke.MethodHandles$Lookup.IMPL_LOOKUP
WARNING: Please consider reporting this to the maintainers of com.fasterxml.jackson.databind.util.LambdaMetafactoryUtils
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
879,539 ns/op
# Warmup Iteration   2: 814,635 ns/op
# Warmup Iteration   3: 809,357 ns/op
Iteration   1: 805,721 ns/op
Iteration   2: 805,929 ns/op
Iteration   3: 811,047 ns/op
Iteration   4: 803,687 ns/op
Iteration   5: 803,902 ns/op
Iteration   6: 802,778 ns/op
Iteration   7: 806,784 ns/op
Iteration   8: 803,281 ns/op
Iteration   9: 804,745 ns/op
Iteration  10: 804,103 ns/op
Iteration  11: 803,378 ns/op
Iteration  12: 811,092 ns/op
Iteration  13: 803,648 ns/op
Iteration  14: 804,585 ns/op
Iteration  15: 804,272 ns/op
Iteration  16: 803,706 ns/op
Iteration  17: 805,026 ns/op
Iteration  18: 805,167 ns/op
Iteration  19: 806,255 ns/op
Iteration  20: 810,724 ns/op
Iteration  21: 834,320 ns/op
Iteration  22: 808,901 ns/op
Iteration  23: 807,312 ns/op
Iteration  24: 806,173 ns/op
Iteration  25: 810,128 ns/op
Iteration  26: 823,226 ns/op
Iteration  27: 804,936 ns/op
Iteration  28: 805,562 ns/op
Iteration  29: 804,882 ns/op
Iteration  30: 825,766 ns/op
Iteration  31: 813,800 ns/op
Iteration  32: 804,942 ns/op
Iteration  33: 806,508 ns/op
Iteration  34: 815,927 ns/op
Iteration  35: 803,514 ns/op
Iteration  36: 804,375 ns/op
Iteration  37: 805,872 ns/op
Iteration  38: 806,365 ns/op
Iteration  39: 804,978 ns/op
Iteration  40: 809,222 ns/op
Iteration  41: 816,311 ns/op
Iteration  42: 808,543 ns/op
Iteration  43: 805,766 ns/op
Iteration  44: 804,727 ns/op
Iteration  45: 805,081 ns/op
Iteration  46: 805,158 ns/op
Iteration  47: 806,107 ns/op
Iteration  48: 805,843 ns/op
Iteration  49: 816,157 ns/op
Iteration  50: 805,244 ns/op
Iteration  51: 805,392 ns/op
Iteration  52: 807,392 ns/op
Iteration  53: 823,603 ns/op
Iteration  54: 804,939 ns/op
Iteration  55: 805,056 ns/op
Iteration  56: 805,416 ns/op
Iteration  57: 836,040 ns/op
Iteration  58: 808,223 ns/op
Iteration  59: 805,863 ns/op
Iteration  60: 812,264 ns/op
Iteration  61: 830,639 ns/op
Iteration  62: 813,046 ns/op
Iteration  63: 808,621 ns/op
Iteration  64: 804,934 ns/op
Iteration  65: 805,743 ns/op
Iteration  66: 805,549 ns/op
Iteration  67: 805,243 ns/op
Iteration  68: 807,918 ns/op
Iteration  69: 804,989 ns/op
Iteration  70: 806,153 ns/op
Iteration  71: 806,097 ns/op
Iteration  72: 805,028 ns/op
Iteration  73: 805,608 ns/op
Iteration  74: 804,983 ns/op
Iteration  75: 806,429 ns/op
Iteration  76: 805,059 ns/op
Iteration  77: 834,043 ns/op
Iteration  78: 815,751 ns/op
Iteration  79: 805,097 ns/op
Iteration  80: 811,329 ns/op
Iteration  81: 806,132 ns/op
Iteration  82: 803,992 ns/op
Iteration  83: 809,615 ns/op
Iteration  84: 815,787 ns/op
Iteration  85: 812,285 ns/op
Iteration  86: 839,834 ns/op
Iteration  87: 806,030 ns/op
Iteration  88: 805,635 ns/op
Iteration  89: 805,308 ns/op
Iteration  90: 821,507 ns/op
Iteration  91: 804,128 ns/op
Iteration  92: 805,679 ns/op
Iteration  93: 806,158 ns/op
Iteration  94: 804,331 ns/op
Iteration  95: 805,032 ns/op
Iteration  96: 806,790 ns/op
Iteration  97: 805,604 ns/op
Iteration  98: 805,290 ns/op
Iteration  99: 804,959 ns/op
Iteration 100: 804,520 ns/op


Result "dev.jgardo.jackson.benchmark.LambdaBenchmark.benchmark":
  808,805 ±(99.9%) 2,564 ns/op [Average]
  (min, avg, max) = (802,778, 808,805, 839,834), stdev = 7,561
  CI (99.9%): [806,241, 811,370] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                          (className)                     (fileName)  Mode  Cnt    Score   Error  Units
LambdaBenchmark.benchmark  dev.jgardo.jackson.model.Primitives  /primitives/primitives-6.json  avgt  100  808,805 ± 2,564  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-open/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.LambdaBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-10.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.fasterxml.jackson.databind.util.LambdaMetafactoryUtils (file:/home/gardziol/repository/jackson-tests/jackson-with-lambda/target/jackson-with-lambda-1.0-jar-with-dependencies.jar) to field java.lang.invoke.MethodHandles$Lookup.IMPL_LOOKUP
WARNING: Please consider reporting this to the maintainers of com.fasterxml.jackson.databind.util.LambdaMetafactoryUtils
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
1525,274 ns/op
# Warmup Iteration   2: 1440,616 ns/op
# Warmup Iteration   3: 1439,139 ns/op
Iteration   1: 1423,029 ns/op
Iteration   2: 1426,837 ns/op
Iteration   3: 1453,541 ns/op
Iteration   4: 1466,813 ns/op
Iteration   5: 1426,558 ns/op
Iteration   6: 1429,619 ns/op
Iteration   7: 1426,480 ns/op
Iteration   8: 1424,889 ns/op
Iteration   9: 1425,131 ns/op
Iteration  10: 1425,496 ns/op
Iteration  11: 1426,329 ns/op
Iteration  12: 1425,439 ns/op
Iteration  13: 1425,960 ns/op
Iteration  14: 1456,855 ns/op
Iteration  15: 1441,292 ns/op
Iteration  16: 1454,571 ns/op
Iteration  17: 1446,358 ns/op
Iteration  18: 1453,140 ns/op
Iteration  19: 1452,614 ns/op
Iteration  20: 1437,508 ns/op
Iteration  21: 1491,639 ns/op
Iteration  22: 1507,291 ns/op
Iteration  23: 1451,392 ns/op
Iteration  24: 1442,867 ns/op
Iteration  25: 1442,100 ns/op
Iteration  26: 1446,473 ns/op
Iteration  27: 1429,705 ns/op
Iteration  28: 1453,694 ns/op
Iteration  29: 1433,877 ns/op
Iteration  30: 1448,786 ns/op
Iteration  31: 1470,087 ns/op
Iteration  32: 1435,903 ns/op
Iteration  33: 1519,689 ns/op
Iteration  34: 1435,249 ns/op
Iteration  35: 1432,856 ns/op
Iteration  36: 1427,455 ns/op
Iteration  37: 1438,056 ns/op
Iteration  38: 1448,790 ns/op
Iteration  39: 1434,985 ns/op
Iteration  40: 1442,756 ns/op
Iteration  41: 1432,377 ns/op
Iteration  42: 1438,995 ns/op
Iteration  43: 1462,543 ns/op
Iteration  44: 1429,233 ns/op
Iteration  45: 1433,496 ns/op
Iteration  46: 1447,601 ns/op
Iteration  47: 1492,798 ns/op
Iteration  48: 1484,326 ns/op
Iteration  49: 1449,154 ns/op
Iteration  50: 1465,598 ns/op
Iteration  51: 1435,233 ns/op
Iteration  52: 1447,171 ns/op
Iteration  53: 1441,326 ns/op
Iteration  54: 1487,361 ns/op
Iteration  55: 1456,681 ns/op
Iteration  56: 1433,165 ns/op
Iteration  57: 1498,219 ns/op
Iteration  58: 1458,851 ns/op
Iteration  59: 1454,333 ns/op
Iteration  60: 1440,596 ns/op
Iteration  61: 1431,873 ns/op
Iteration  62: 1462,419 ns/op
Iteration  63: 1472,608 ns/op
Iteration  64: 1438,553 ns/op
Iteration  65: 1439,581 ns/op
Iteration  66: 1441,459 ns/op
Iteration  67: 1429,399 ns/op
Iteration  68: 1442,768 ns/op
Iteration  69: 1450,994 ns/op
Iteration  70: 1431,343 ns/op
Iteration  71: 1451,107 ns/op
Iteration  72: 1435,718 ns/op
Iteration  73: 1451,917 ns/op
Iteration  74: 1442,498 ns/op
Iteration  75: 1463,134 ns/op
Iteration  76: 1436,674 ns/op
Iteration  77: 1445,062 ns/op
Iteration  78: 1439,963 ns/op
Iteration  79: 1433,870 ns/op
